id,image_name
971,thi_0204
972,thi_0207
973,thi_0208
974,thi_0233
975,thi_0234
976,thi_0242
977,thi_0251
978,thi_0257
979,thi_0261
980,thi_0277
981,thi_0284
982,thi_0293
983,thi_0295
